pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,pl_orbsmax,pl_rade,pl_bmasse,st_rad,st_mass,st_lum,glat,glon
GJ 1002 c,GJ 1002,1,2,0,Radial Velocity,2022,Multiple Observatories,0.073800,1.100,1.36000,0.14,0.12,-2.852,-67.73033,92.44529
GJ 1061 b,GJ 1061,1,3,0,Radial Velocity,2020,La Silla Observatory,0.021000,1.100,1.37000,0.16,0.12,-2.770,-52.90138,251.87109
GJ 1061 c,GJ 1061,1,3,0,Radial Velocity,2020,La Silla Observatory,0.035000,1.180,1.74000,0.16,0.12,-2.770,-52.90138,251.87109
GJ 1061 d,GJ 1061,1,3,0,Radial Velocity,2020,La Silla Observatory,0.054000,1.160,1.64000,0.16,0.12,-2.770,-52.90138,251.87109
GJ 1132 b,GJ 1132,1,2,0,Transit,2015,Cerro Tololo Inter-American Observatory,0.015300,1.130,1.66000,0.21,0.18,-2.359,7.75911,277.25461
GJ 1132 c,GJ 1132,1,2,0,Radial Velocity,2018,La Silla Observatory,0.047600,1.430,2.64000,0.21,0.18,-2.359,7.75911,277.25461
GJ 1148 b,GJ 1148,1,2,0,Radial Velocity,2010,W. M. Keck Observatory,0.166000,11.900,96.70000,0.36,0.34,-1.869,68.91636,160.61794
GJ 1148 c,GJ 1148,1,2,0,Radial Velocity,2017,Calar Alto Observatory,0.912000,9.710,68.06000,0.36,0.34,-1.869,68.91636,160.61794
GJ 1151 c,GJ 1151,1,1,0,Radial Velocity,2023,Multiple Facilities,0.571400,3.250,10.62000,0.18,0.16,-2.480,65.72032,147.86957
GJ 1214 b,GJ 1214,1,1,0,Transit,2009,MEarth Project,0.014900,2.742,8.17000,0.21,0.18,-2.337,23.60704,26.16217
GJ 1252 b,GJ 1252,1,1,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.009150,1.193,1.32000,0.39,0.38,-1.708,-35.49343,341.21724
GJ 1265 b,GJ 1265,1,1,0,Radial Velocity,2018,Calar Alto Observatory,0.026000,2.630,7.40000,0.19,0.18,-2.439,-52.51355,39.07968
GJ 143 b,GJ 143,1,2,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0.191500,2.610,22.70000,0.70,0.73,-0.686,-45.82079,279.23027
GJ 15 A b,GJ 15 A,2,2,0,Radial Velocity,2014,W. M. Keck Observatory,0.072000,1.550,3.03000,0.38,0.38,-1.655,-18.44687,116.69017
GJ 15 A c,GJ 15 A,2,2,0,Radial Velocity,2018,Roque de los Muchachos Observatory,5.400000,6.670,36.00000,0.38,0.38,-1.655,-18.44687,116.69017
GJ 160.2 b,GJ 160.2,1,1,0,Radial Velocity,2014,Multiple Observatories,0.053000,3.170,10.20000,0.66,0.69,-0.796,-45.26015,215.87260
GJ 163 b,GJ 163,1,3,0,Radial Velocity,2013,La Silla Observatory,0.060700,3.250,10.60000,0.41,0.40,-1.708,-45.32001,262.77663
GJ 163 c,GJ 163,1,3,0,Radial Velocity,2013,La Silla Observatory,0.125400,2.500,6.80000,0.41,0.40,-1.708,-45.32001,262.77663
GJ 163 d,GJ 163,1,3,0,Radial Velocity,2013,La Silla Observatory,1.030400,5.920,29.40000,0.41,0.40,-1.708,-45.32001,262.77663
GJ 179 b,GJ 179,1,1,0,Radial Velocity,2009,W. M. Keck Observatory,2.410000,13.800,301.93699,0.38,0.36,-1.796,-22.86269,192.22740
GJ 180 b,GJ 180,1,3,0,Radial Velocity,2014,Multiple Observatories,0.092000,2.430,6.49000,0.41,0.43,-1.886,-33.72746,216.96953
GJ 180 c,GJ 180,1,3,0,Radial Velocity,2014,Multiple Observatories,0.129000,2.410,6.40000,0.41,0.43,-1.886,-33.72746,216.96953
GJ 180 d,GJ 180,1,3,0,Radial Velocity,2020,Multiple Facilities,0.309000,2.660,7.56000,0.41,0.43,-1.609,-33.72746,216.96953
GJ 2030 b,GJ 2030,1,2,0,Radial Velocity,2022,Multiple Observatories,0.034000,2.030,4.76743,2.24,0.96,0.612,-49.20245,191.80875
GJ 2030 c,GJ 2030,1,2,0,Radial Velocity,2022,Multiple Observatories,16.761000,12.300,4069.15709,2.24,0.96,0.612,-49.20245,191.80875
GJ 2056 b,GJ 2056,1,1,0,Radial Velocity,2020,Multiple Observatories,0.283000,4.170,16.20000,0.71,0.62,-0.905,-6.85292,237.43670
GJ 229 A c,GJ 229,2,2,0,Radial Velocity,2020,Multiple Facilities,0.384000,2.870,8.58137,0.46,0.51,-1.222,-18.44091,228.61506
GJ 229 b,GJ 229,2,2,0,Radial Velocity,2014,Multiple Observatories,1.086000,3.970,14.93794,0.46,0.51,-1.553,-18.44091,228.61506
GJ 251 b,GJ 251,1,1,0,Radial Velocity,2020,W. M. Keck Observatory,0.081800,1.830,4.00000,0.36,0.36,-1.772,15.13189,182.93672
GJ 27.1 b,GJ 27.1,1,1,0,Radial Velocity,2014,Multiple Observatories,0.101000,3.660,13.00000,0.52,0.53,-1.585,-72.72011,309.84569
GJ 273 b,GJ 273,1,2,0,Radial Velocity,2017,La Silla Observatory,0.091101,1.510,2.89000,0.29,0.29,-2.056,10.37353,212.34455
GJ 273 c,GJ 273,1,2,0,Radial Velocity,2017,La Silla Observatory,0.036467,1.060,1.18000,0.29,0.29,-2.056,10.37353,212.34455
GJ 3021 b,GJ 3021,2,1,0,Radial Velocity,2000,La Silla Observatory,0.490000,13.100,1071.04000,0.90,0.90,-0.180,-37.14415,304.86901
GJ 3082 b,GJ 3082,1,1,0,Radial Velocity,2020,Multiple Facilities,0.079000,2.790,8.20000,0.47,0.47,-1.463,-62.85069,295.46265
GJ 3090 b,GJ 3090,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.031650,2.130,3.34000,0.52,0.52,-1.342,-69.52189,287.95198
GJ 3138 b,GJ 3138,1,3,0,Radial Velocity,2017,La Silla Observatory,0.019700,1.180,1.78000,0.50,0.68,-1.347,-69.01004,185.99827
GJ 3138 c,GJ 3138,1,3,0,Radial Velocity,2017,La Silla Observatory,0.057000,1.880,4.18000,0.50,0.68,-1.347,-69.01004,185.99827
GJ 3138 d,GJ 3138,1,3,0,Radial Velocity,2017,La Silla Observatory,0.698000,3.230,10.50000,0.50,0.68,-1.347,-69.01004,185.99827
GJ 317 b,GJ 317,1,2,0,Radial Velocity,2007,W. M. Keck Observatory,1.151000,13.300,794.50000,0.43,0.42,-1.687,11.19034,246.79531
GJ 317 c,GJ 317,1,2,0,Radial Velocity,2018,W. M. Keck Observatory,5.230000,13.500,522.50000,0.43,0.42,-1.687,11.19034,246.79531
GJ 3222 b,GJ 3222,2,1,0,Radial Velocity,2022,Multiple Observatories,0.091000,3.400,11.44182,0.93,0.89,-0.252,-56.09164,245.24126
GJ 328 b,GJ 328,1,2,0,Radial Velocity,2013,McDonald Observatory,4.110000,13.300,797.74930,0.65,0.63,-1.080,27.99859,226.70991
GJ 328 c,GJ 328,1,2,0,Radial Velocity,2023,Roque de los Muchachos Observatory,0.657000,4.910,21.40000,0.65,0.63,-1.080,27.99859,226.70991
GJ 3293 b,GJ 3293,1,4,0,Radial Velocity,2015,La Silla Observatory,0.143390,5.190,23.54000,0.40,0.42,-1.658,-41.61299,223.54147
GJ 3293 c,GJ 3293,1,4,0,Radial Velocity,2015,La Silla Observatory,0.361750,4.870,21.09000,0.40,0.42,-1.658,-41.61299,223.54147
GJ 3293 d,GJ 3293,1,4,0,Radial Velocity,2017,La Silla Observatory,0.193940,2.670,7.60000,0.40,0.42,-1.658,-41.61299,223.54147
GJ 3293 e,GJ 3293,1,4,0,Radial Velocity,2017,La Silla Observatory,0.082080,1.630,3.28000,0.40,0.42,-1.658,-41.61299,223.54147
GJ 3323 b,GJ 3323,1,2,0,Radial Velocity,2017,La Silla Observatory,0.032820,1.230,2.02000,0.12,0.16,-2.569,-27.47443,206.43154
GJ 3323 c,GJ 3323,1,2,0,Radial Velocity,2017,La Silla Observatory,0.126400,1.320,2.31000,0.12,0.16,-2.569,-27.47443,206.43154
GJ 3341 b,GJ 3341,1,1,0,Radial Velocity,2015,La Silla Observatory,0.089000,2.460,6.60000,0.44,0.47,-1.538,-33.03266,234.21914
GJ 338 B b,GJ 338 B,2,1,0,Radial Velocity,2020,Calar Alto Observatory,0.142000,3.250,10.60000,0.58,0.64,-1.101,42.66615,164.94013
GJ 3470 b,GJ 3470,1,1,0,Radial Velocity,2012,La Silla Observatory,0.035500,4.570,13.90000,0.55,0.54,-1.538,21.75667,206.23529
GJ 3473 b,GJ 3473,2,2,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.015890,1.264,1.86000,0.36,0.36,-1.824,17.28798,218.15071
GJ 3473 c,GJ 3473,2,2,0,Radial Velocity,2020,Multiple Observatories,0.087600,2.630,7.41000,0.36,0.36,-1.824,17.28798,218.15071
GJ 3512 b,GJ 3512,1,2,0,Radial Velocity,2019,Calar Alto Observatory,0.337000,14.300,146.20107,0.14,0.12,-2.804,36.96199,157.24389
GJ 3512 c,GJ 3512,1,2,0,Radial Velocity,2020,Multiple Observatories,1.292000,9.320,63.56568,0.14,0.12,-2.804,36.96199,157.24389
GJ 357 b,GJ 357,1,3,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0.036000,1.200,1.84000,0.34,0.34,-1.798,22.08045,253.88843
GJ 357 c,GJ 357,1,3,0,Radial Velocity,2019,Multiple Observatories,0.061000,1.660,3.40000,0.34,0.34,-1.798,22.08045,253.88843
GJ 357 d,GJ 357,1,3,0,Radial Velocity,2019,Multiple Observatories,0.204000,2.340,6.10000,0.34,0.34,-1.798,22.08045,253.88843
GJ 3634 b,GJ 3634,1,1,0,Radial Velocity,2010,La Silla Observatory,0.028700,2.830,8.40000,0.43,0.45,-1.699,25.80850,276.22112
GJ 367 b,GJ 367,1,3,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.007090,0.699,0.63300,0.46,0.46,-1.539,5.65890,272.24323
GJ 367 c,GJ 367,1,3,0,Radial Velocity,2023,La Silla Observatory,,1.860,4.13000,0.46,0.46,-1.539,5.65890,272.24323
GJ 367 d,GJ 367,1,3,0,Radial Velocity,2023,La Silla Observatory,,2.330,6.03000,0.46,0.46,-1.539,5.65890,272.24323
GJ 3779 b,GJ 3779,1,1,0,Radial Velocity,2018,Calar Alto Observatory,0.026000,2.750,8.00000,0.28,0.27,-2.062,82.42850,14.08223
GJ 3929 b,GJ 3929,1,2,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.025200,1.090,1.75000,0.32,0.31,-1.963,49.59735,56.66419
GJ 3929 c,GJ 3929,1,2,0,Radial Velocity,2022,Multiple Observatories,0.081000,2.260,5.71000,0.32,0.31,-1.963,49.59735,56.66419
GJ 393 b,GJ 393,1,1,0,Radial Velocity,2021,Multiple Observatories,0.054020,1.170,1.71000,0.43,0.43,-1.571,46.88333,244.47566
GJ 3942 b,GJ 3942,1,1,0,Radial Velocity,2017,Roque de los Muchachos Observatory,0.060800,2.570,7.14000,0.61,0.63,-1.120,45.46907,82.20459
GJ 3998 b,GJ 3998,1,2,0,Radial Velocity,2016,Roque de los Muchachos Observatory,0.029000,1.380,2.47000,0.49,0.50,-1.387,26.15047,32.27249
GJ 3998 c,GJ 3998,1,2,0,Radial Velocity,2016,Roque de los Muchachos Observatory,0.089000,2.380,6.26000,0.49,0.50,-1.387,26.15047,32.27249
GJ 411 b,GJ 411,1,2,0,Radial Velocity,2019,Haute-Provence Observatory,0.078790,1.450,2.69000,0.37,0.39,-1.710,65.43126,185.11257
GJ 414 A b,GJ 414 A,2,2,0,Radial Velocity,2021,W. M. Keck Observatory,0.232400,2.630,7.60000,0.68,0.65,-0.924,67.81292,198.37152
GJ 414 A c,GJ 414 A,2,2,0,Radial Velocity,2021,W. M. Keck Observatory,1.400000,8.400,53.83000,0.68,0.65,-0.924,67.81292,198.37152
GJ 422 b,GJ 422,1,1,0,Radial Velocity,2014,Multiple Observatories,0.111000,3.330,11.07000,0.37,0.35,-1.959,2.98047,290.36745
GJ 4276 b,GJ 4276,1,1,0,Radial Velocity,2019,Calar Alto Observatory,0.082000,4.220,16.57000,0.41,0.41,-1.706,1.64262,105.28992
GJ 433 b,GJ 433,1,3,0,Radial Velocity,2011,La Silla Observatory,0.062000,2.330,6.04300,0.50,0.48,-1.699,27.65117,284.88498
GJ 433 c,GJ 433,1,3,0,Radial Velocity,2014,Multiple Observatories,4.819000,6.270,32.42200,0.47,0.48,-1.699,27.65117,284.88498
GJ 433 d,GJ 433,1,3,0,Radial Velocity,2020,Multiple Facilities,0.178000,2.140,5.22300,0.47,0.48,-1.475,27.65117,284.88498
GJ 436 b,GJ 436,1,1,0,Radial Velocity,2004,W. M. Keck Observatory,0.029100,4.170,22.10000,0.46,0.47,-1.585,74.57238,210.55638
GJ 463 b,GJ 463,1,1,0,Radial Velocity,2022,Multiple Observatories,3.530000,13.000,1144.18227,0.49,0.49,-1.523,52.81040,128.07997
GJ 480 b,GJ 480,1,1,0,Radial Velocity,2020,Multiple Observatories,0.068000,3.690,13.20000,0.46,0.45,-1.612,74.28650,291.48636
GJ 486 b,GJ 486,1,1,0,Radial Velocity,2021,Calar Alto Observatory,0.017340,1.305,2.82000,0.33,0.32,-1.917,72.60142,300.03710
GJ 504 b,GJ 504,1,1,0,Imaging,2013,Subaru Telescope,43.500000,13.000,1271.30000,1.26,1.22,0.332,71.31364,322.78669
GJ 514 b,GJ 514,1,1,0,Radial Velocity,2022,Multiple Observatories,0.422000,2.130,5.20000,0.50,0.51,-1.367,70.93860,333.23770
GJ 536 b,GJ 536,1,1,0,Radial Velocity,2016,La Silla Observatory,0.066610,2.170,5.36000,0.50,0.52,-1.377,55.81739,335.05211
GJ 581 b,GJ 581,1,3,0,Radial Velocity,2005,La Silla Observatory,0.040610,4.110,15.80000,0.33,0.31,-1.885,40.02208,354.07234
GJ 581 c,GJ 581,1,3,0,Radial Velocity,2007,La Silla Observatory,0.072100,2.210,5.50000,0.33,0.31,-1.885,40.02208,354.07234
GJ 581 e,GJ 581,1,3,0,Radial Velocity,2009,La Silla Observatory,0.028150,1.170,1.70000,0.33,0.31,-1.885,40.02208,354.07234
GJ 625 b,GJ 625,1,1,0,Radial Velocity,2017,Multiple Observatories,0.078361,1.490,2.82000,0.31,0.30,-1.894,42.78368,83.20997
GJ 649 b,GJ 649,1,1,0,Radial Velocity,2009,W. M. Keck Observatory,1.112000,10.800,81.99973,0.50,0.53,-1.361,35.33721,46.52106
GJ 667 C b,GJ 667 C,3,5,0,Radial Velocity,2011,La Silla Observatory,0.050500,2.230,5.60000,,0.33,-1.863,1.41002,351.84167
GJ 667 C c,GJ 667 C,3,5,0,Radial Velocity,2011,La Silla Observatory,0.125000,1.770,3.80000,,0.33,-1.863,1.41002,351.84167
GJ 667 C e,GJ 667 C,3,5,0,Radial Velocity,2013,La Silla Observatory,0.213000,1.450,2.70000,,0.33,-1.863,1.41002,351.84167
GJ 667 C f,GJ 667 C,3,5,0,Radial Velocity,2013,La Silla Observatory,0.156000,1.450,2.70000,,0.33,-1.863,1.41002,351.84167
GJ 667 C g,GJ 667 C,3,5,0,Radial Velocity,2013,La Silla Observatory,0.549000,1.990,4.60000,,0.33,-1.863,1.41002,351.84167
GJ 674 b,GJ 674,1,1,0,Radial Velocity,2007,La Silla Observatory,0.039000,3.330,11.09000,0.36,0.35,-1.796,-6.78174,343.00208
GJ 676 A b,GJ 676 A,2,4,0,Radial Velocity,2010,La Silla Observatory,1.735000,12.800,1840.86213,0.69,0.63,-1.043,-9.54226,339.10272
GJ 676 A c,GJ 676 A,2,4,0,Radial Velocity,2016,Paranal Observatory,9.726000,12.300,4288.14087,0.65,0.63,-1.043,-9.54226,339.10272
GJ 676 A d,GJ 676 A,2,4,0,Radial Velocity,2012,La Silla Observatory,0.039000,1.780,3.81394,0.65,0.63,-1.043,-9.54226,339.10272
GJ 676 A e,GJ 676 A,2,4,0,Radial Velocity,2012,La Silla Observatory,0.181000,2.470,6.67440,0.65,0.63,-1.043,-9.54226,339.10272
GJ 680 b,GJ 680,2,1,0,Radial Velocity,2022,Multiple Observatories,10.138000,12.000,7977.49302,0.46,0.46,-1.514,-8.66340,342.07898
GJ 682 b,GJ 682,1,2,0,Radial Velocity,2014,Multiple Observatories,0.080000,1.930,4.40000,0.30,0.27,-2.699,-6.63429,345.98060
GJ 682 c,GJ 682,1,2,0,Radial Velocity,2014,Multiple Observatories,0.176000,2.890,8.70000,0.30,0.27,-2.699,-6.63429,345.98060
GJ 685 b,GJ 685,1,1,0,Radial Velocity,2019,Roque de los Muchachos Observatory,0.134400,2.950,9.00000,0.54,0.55,-1.253,32.58910,90.75762
GJ 687 b,GJ 687,1,2,0,Radial Velocity,2014,Lick Observatory,0.163000,4.320,17.20000,0.42,0.40,-1.672,31.96608,98.59611
GJ 687 c,GJ 687,1,2,0,Radial Velocity,2020,Multiple Observatories,1.165000,4.140,16.00000,0.42,0.40,-1.672,31.96608,98.59611
GJ 720 A b,GJ 720 A,2,1,0,Radial Velocity,2021,Roque de los Muchachos Observatory,0.119000,3.770,13.64000,0.56,0.57,-1.217,21.73083,74.39563
GJ 740 b,GJ 740,1,1,0,Radial Velocity,2021,Multiple Observatories,0.029000,1.530,2.96000,0.56,0.58,-1.206,1.23509,38.93233
GJ 832 b,GJ 832,1,1,0,Radial Velocity,2008,Anglo-Australian Telescope,3.700000,13.800,314.65012,0.44,0.45,-1.585,-46.34872,349.16814
GJ 849 b,GJ 849,1,2,0,Radial Velocity,2006,W. M. Keck Observatory,2.320000,13.900,283.82077,0.47,0.50,-1.590,-45.40318,55.89444
GJ 849 c,GJ 849,1,2,0,Radial Velocity,2014,W. M. Keck Observatory,4.950000,1.010,0.99000,0.47,0.50,-1.590,-45.40318,55.89444
GJ 86 b,GJ 86,2,1,0,Radial Velocity,1999,La Silla Observatory,0.110000,12.900,1404.80860,0.77,0.93,-0.390,-61.95722,275.90766
GJ 876 b,GJ 876,1,4,0,Radial Velocity,1998,Multiple Observatories,0.208317,13.300,723.22350,0.30,0.32,-1.907,-59.63511,52.00313
GJ 876 c,GJ 876,1,4,0,Radial Velocity,2000,Multiple Observatories,0.129590,14.000,226.98460,0.30,0.32,-1.907,-59.63511,52.00313
GJ 876 d,GJ 876,1,4,0,Radial Velocity,2005,W. M. Keck Observatory,0.020807,2.510,6.83000,0.30,0.32,-1.907,-59.63511,52.00313
GJ 876 e,GJ 876,1,4,0,Radial Velocity,2010,W. M. Keck Observatory,0.334300,3.920,14.60000,0.30,0.32,-1.907,-59.63511,52.00313
GJ 887 b,GJ 887,1,2,0,Radial Velocity,2020,La Silla Observatory,0.068000,1.880,4.20000,0.47,0.49,-1.434,-65.95709,5.10081
GJ 887 c,GJ 887,1,2,0,Radial Velocity,2020,La Silla Observatory,0.120000,2.670,7.60000,0.47,0.49,-1.434,-65.95709,5.10081
GJ 896 A b,GJ 896 A,2,1,0,Astrometry,2022,Very Long Baseline Array,0.639650,13.300,718.29220,0.39,0.44,-1.755,-39.14311,98.57856
GJ 9066 c,GJ 9066,1,1,0,Radial Velocity,2020,Multiple Observatories,0.880000,9.600,66.74397,0.16,0.15,-2.595,-46.49657,147.66932
GJ 9404 b,GJ 9404,1,1,0,Radial Velocity,2023,Roque de los Muchachos Observatory,0.094300,3.480,11.90000,0.63,0.62,-1.000,82.80097,201.04684
GJ 96 b,GJ 96,1,1,0,Radial Velocity,2018,Haute-Provence Observatory,0.291000,4.670,19.66000,0.58,0.60,-1.052,-12.26466,138.29282
GJ 9689 b,GJ 9689,1,1,0,Radial Velocity,2020,Roque de los Muchachos Observatory,0.113900,3.070,9.65000,0.57,0.59,-1.200,-11.48747,54.62427
GJ 9714 b,GJ 9714,1,1,0,Radial Velocity,2022,Multiple Observatories,12.319000,12.500,2988.54051,0.66,0.67,-0.884,-40.46332,12.01411
GJ 9827 b,GJ 9827,1,3,0,Transit,2017,K2,0.018800,1.577,5.14000,0.60,0.61,-0.942,-57.18299,81.34803
GJ 9827 c,GJ 9827,1,3,0,Transit,2017,K2,0.039250,1.241,1.30000,0.60,0.61,-0.942,-57.18299,81.34803
GJ 9827 d,GJ 9827,1,3,0,Transit,2017,K2,0.055900,2.022,3.53000,0.60,0.61,-0.942,-57.18299,81.34803
GPX-1 b,GPX-1,1,1,0,Transit,2021,Acton Sky Portal Observatory,0.033800,16.477,6261.21962,1.56,1.68,0.727,-4.05517,136.89331
GQ Lup b,GQ Lup,1,1,0,Imaging,2004,Paranal Observatory,100.000000,33.600,6356.00000,1.94,0.70,-0.072,14.51078,338.92530
GSC 06214-00210 b,GSC 06214-00210,1,1,0,Imaging,2010,Palomar Observatory,320.000000,20.176,5000.00000,0.90,0.90,-0.420,20.12464,355.26184
GU Psc b,GU Psc,1,1,0,Imaging,2014,Gemini Observatory,2000.000000,14.179,3591.30000,0.45,0.33,-1.602,-45.51002,130.15305
Gaia-1 b,Gaia-1,1,1,0,Transit,2022,European Space Agency (ESA) Gaia Satellite,0.040470,13.776,533.95172,0.95,0.95,-0.159,-11.12207,207.81493
Gaia-2 b,Gaia-2,1,1,0,Transit,2022,European Space Agency (ESA) Gaia Satellite,0.046700,14.818,259.66581,1.06,1.00,0.057,27.88329,148.61097
Gl 378 b,Gl 378,1,1,0,Radial Velocity,2019,Haute-Provence Observatory,0.039435,3.660,13.02000,0.56,0.56,-1.222,51.19188,168.74261
Gl 49 b,Gl 49,2,1,0,Radial Velocity,2019,Multiple Observatories,0.090500,2.240,5.63000,0.51,0.52,-1.306,-0.49786,124.23545
Gl 686 b,Gl 686,1,1,0,Radial Velocity,2018,Roque de los Muchachos Observatory,0.091000,2.460,6.62400,0.43,0.43,-1.530,24.29465,42.24615
HAT-P-1 b,HAT-P-1,2,1,0,Transit,2006,HATNet,0.055610,14.785,166.86075,1.17,1.15,0.225,-19.03641,99.79172
HAT-P-11 b,HAT-P-11,1,2,0,Transit,2008,HATNet,0.052540,4.360,26.69772,0.68,0.81,-0.567,10.77239,81.83486
HAT-P-11 c,HAT-P-11,1,2,0,Radial Velocity,2018,W. M. Keck Observatory,4.130000,13.300,731.00900,0.68,0.81,-0.564,10.77239,81.83486
HAT-P-12 b,HAT-P-12,1,1,0,Transit,2009,HATNet,0.038400,10.749,67.05900,0.70,0.73,-0.678,68.87632,87.99255
HAT-P-13 b,HAT-P-13,1,2,0,Transit,2009,HATNet,0.043830,14.258,270.46200,1.76,1.32,0.346,37.54198,172.49839
HAT-P-13 c,HAT-P-13,1,2,0,Radial Velocity,2009,W. M. Keck Observatory,1.258000,12.300,4538.42100,1.76,1.32,0.346,37.54198,172.49839
HAT-P-14 b,HAT-P-14,2,1,0,Transit,2010,HATNet,0.059600,15.917,1093.33520,1.82,2.65,0.644,33.53751,62.58916
HAT-P-15 b,HAT-P-15,1,1,0,Transit,2010,HATNet,0.096500,11.882,616.59020,1.07,1.00,0.000,-6.89160,161.55863
HAT-P-16 b,HAT-P-16,3,1,0,Transit,2010,HATNet,0.041300,14.448,1332.60500,1.24,1.22,0.294,-20.34266,120.34675
HAT-P-17 b,HAT-P-17,1,2,0,Transit,2010,HATNet,0.088200,11.769,184.34140,0.87,0.99,-0.289,-16.17689,80.85150
HAT-P-17 c,HAT-P-17,1,2,0,Radial Velocity,2010,W. M. Keck Observatory,5.600000,13.100,1080.60000,0.84,0.92,-0.289,-16.17689,80.85150
HAT-P-18 b,HAT-P-18,1,1,0,Transit,2010,HATNet,0.055900,11.153,62.61000,0.75,0.77,-0.569,35.56176,55.65200
HAT-P-19 b,HAT-P-19,1,1,0,Transit,2010,HATNet,0.046600,12.689,92.80200,0.82,0.84,-0.432,-28.07947,119.81760
HAT-P-2 b,HAT-P-2,1,1,0,Transit,2007,HATNet,0.068140,12.663,2765.12100,1.39,1.33,0.530,45.23230,65.02085
HAT-P-20 b,HAT-P-20,1,1,0,Transit,2010,HATNet,0.036100,9.718,2302.89900,0.69,0.76,-0.721,18.39436,194.41535
HAT-P-21 b,HAT-P-21,1,1,0,Transit,2010,HATNet,0.049400,12.442,1547.83210,1.21,1.24,0.025,67.46360,169.32461
HAT-P-22 b,HAT-P-22,2,1,0,Transit,2010,HATNet,0.041400,12.890,785.04010,1.11,1.13,-0.114,53.56645,163.64677
HAT-P-23 b,HAT-P-23,1,1,0,Transit,2010,HATNet,0.023200,15.334,664.23700,1.20,1.13,0.199,-11.83428,58.93637
HAT-P-24 b,HAT-P-24,2,1,0,Transit,2010,HATNet,0.046510,14.572,238.37250,1.38,1.37,0.408,11.65314,202.73799
HAT-P-25 b,HAT-P-25,1,1,0,Transit,2010,HATNet,0.046600,12.722,180.84527,0.92,1.01,-0.152,-27.44257,159.31431
HAT-P-26 b,HAT-P-26,1,1,0,Transit,2010,HATNet,0.047900,7.062,22.24810,0.87,1.12,-0.359,59.87255,346.51303
HAT-P-27 b,HAT-P-27,2,1,0,Transit,2011,HATNet,0.040000,11.430,197.05000,0.86,0.92,-0.269,54.54400,1.68335
HAT-P-28 b,HAT-P-28,1,1,0,Transit,2011,HATNet,0.043400,13.585,198.95300,1.10,1.03,0.053,-28.14320,123.06375
HAT-P-29 b,HAT-P-29,2,1,0,Transit,2011,HATNet,0.066700,13.115,279.69040,1.30,1.45,0.272,-9.10798,135.47060
HAT-P-3 b,HAT-P-3,2,1,0,Transit,2007,HATNet,0.038660,10.536,206.58950,0.87,1.06,-0.360,66.69255,100.16678
HAT-P-30 b,HAT-P-30,2,1,0,Transit,2011,HATNet,0.041900,16.141,263.79890,1.31,1.55,0.312,21.40542,217.41185
HAT-P-31 b,HAT-P-31,1,1,0,Transit,2011,HATNet,0.061000,12.218,721.47410,1.39,1.31,0.433,21.06338,52.72026
HAT-P-32 b,HAT-P-32,2,1,0,Transit,2011,HATNet,0.033970,22.194,216.12440,1.37,1.13,0.338,-14.37306,135.69851
HAT-P-33 b,HAT-P-33,2,1,0,Transit,2011,HATNet,0.049950,20.737,292.40360,1.79,1.82,0.618,22.73004,185.30741
HAT-P-34 b,HAT-P-34,1,1,0,Transit,2011,HATNet,0.067740,13.417,1058.37390,1.53,1.39,0.600,-8.75906,58.54106
HAT-P-35 b,HAT-P-35,3,1,0,Transit,2011,HATNet,0.049780,14.930,335.62848,1.44,1.24,0.383,20.30811,218.07385
HAT-P-36 b,HAT-P-36,1,1,0,Transit,2011,HATNet,0.024100,14.314,587.41341,1.04,1.03,0.022,71.83707,133.41389
HAT-P-37 b,HAT-P-37,1,1,0,Transit,2011,HATNet,0.037900,13.204,371.52800,0.88,0.93,-0.208,19.98353,81.20831
HAT-P-38 b,HAT-P-38,1,1,0,Transit,2012,HATNet,0.052300,9.247,84.85700,0.92,0.89,-0.208,-26.87267,144.22935
HAT-P-39 b,HAT-P-39,2,1,0,Transit,2012,HATNet,0.050900,17.609,190.37200,1.62,1.40,0.607,17.44627,201.41730
HAT-P-4 b,HAT-P-4,2,1,0,Transit,2007,HATNet,0.044380,14.280,213.25500,1.62,0.56,0.431,57.33630,58.47975
HAT-P-40 b,HAT-P-40,1,1,0,Transit,2012,HATNet,0.060800,17.038,152.55840,1.94,1.03,0.778,-9.86299,97.34365
HAT-P-41 b,HAT-P-41,2,1,0,Transit,2012,HATNet,0.042580,22.978,378.21770,2.05,2.56,0.628,-10.62609,43.84092
HAT-P-42 b,HAT-P-42,1,1,0,Transit,2012,HATNet,0.057500,14.348,331.80100,1.53,1.18,0.356,31.58211,223.00400
HAT-P-43 b,HAT-P-43,1,1,0,Transit,2012,HATNet,0.044400,13.630,210.39500,1.08,1.03,0.060,27.75424,215.48946
HAT-P-44 b,HAT-P-44,1,2,0,Transit,2014,HATNet,0.050700,13.922,111.87100,0.95,0.94,-0.194,64.52011,89.60271
